,0
GMS_pds_l40_dw,0.8135984410255461
DOW_num,0.7977413781098894
Wordplay,0.2366879810415311
Freshness_Factor,0.16628505030803695
Rebus_Count,0.14154810139091023
Rebus_Unique,0.13390792146625774
Words,0.10351983730012954
Unique_Answers,0.10266855789225983
GMS_per_constr_avg_past_diff_from_RPB,0.052091455175192744
Circle_Count,0.03543295067085585
Blocks,0.03356437332551993
FITB,0.023601143057165742
Open_Squares,0.021668876410212635
Shade_Count,0.01904477120310571
GMS_npds_prior_solves_ct,0.014819232873347691
Scrabble_Score,0.0053696271331645905
Overall_Freshness%,-0.0054517389099058965
GMS_pds_l40_stdev,-0.01567500839293783
Cross_Ref_Clues,-0.016060237449117828
Scrabble_Illegal,-0.03736442657597474
Cheater_Squares,-0.09410290239271693
GMS_pds_prior_solves_ct,-0.11184602074807622
AWL,-0.38961165454026553
