,0
GMS_pds_l40_dw,0.5076587288626008
GMS_pds_l40_stdev,0.1595385256415896
Overall_Freshness%,0.08089947115981834
AWL,0.061487105940105966
DOW_num,0.05900723187683608
Freshness_Factor,0.032162150820171945
GMS_per_constr_avg_past_diff_from_RPB,0.016771952429995133
GMS_npds_prior_solves_ct,0.013172487267588363
Blocks,0.012217342264692175
Open_Squares,0.00918319426719712
Wordplay,0.008397869927735302
GMS_pds_prior_solves_ct,0.006003049010723329
Scrabble_Score,0.005776680923422174
Scrabble_Illegal,0.004524663419572772
Words,0.004339007551836771
Day_Freshness%,0.0029556002118749846
Unique_Answers,0.002894453843934983
Rebus_Unique,0.002233684479576011
Outside_Grid,0.00196171279908313
Cheater_Squares,0.0019016850244064126
Black_Square_Fill,0.0015294291297891253
Scrabble_Avg,0.0013875222640311762
Shade_Count,0.0010881350157838335
Rebus_Count,0.0006124828691698356
Unused_Letters,0.0005537399478055543
Circle_Count,0.0005401448592845195
Unusual_Sym,0.0004064333177110092
Cross_Ref_Clues,0.00037818195259719427
Duplicate_Clues,0.00021480107595061822
FITB,0.00020253184511569034
Stacks,0.0
